"","TCGA-AB-2963","TCGA-AB-2824","TCGA-AB-2896","TCGA-AB-2851","TCGA-AB-2830","TCGA-AB-2858","TCGA-AB-2856","TCGA-AB-2843","TCGA-AB-2898","TCGA-AB-2836","TCGA-AB-3001","TCGA-AB-2981","TCGA-AB-2854","TCGA-AB-2859","TCGA-AB-2838","TCGA-AB-2845","TCGA-AB-2889","TCGA-AB-2849","TCGA-AB-2932","TCGA-AB-2955","TCGA-AB-2888","TCGA-AB-2996","TCGA-AB-2950","TCGA-AB-2973","TCGA-AB-2894","TCGA-AB-2893","TCGA-AB-2945","TCGA-AB-2998","TCGA-AB-2811","TCGA-AB-3005","TCGA-AB-2816","TCGA-AB-2900","TCGA-AB-2822","TCGA-AB-2820","TCGA-AB-2860","TCGA-AB-2866","TCGA-AB-2807","TCGA-AB-2861","TCGA-AB-2988","TCGA-AB-2903","TCGA-AB-2941","TCGA-AB-2842","TCGA-AB-2967","TCGA-AB-2840","TCGA-AB-2879","TCGA-AB-2993","TCGA-AB-2935","TCGA-AB-2939","TCGA-AB-2975","TCGA-AB-2873","TCGA-AB-2882","TCGA-AB-2847","TCGA-AB-2884","TCGA-AB-2848","TCGA-AB-2991","TCGA-AB-2886","TCGA-AB-2943","TCGA-AB-2954","TCGA-AB-3012","TCGA-AB-2992","TCGA-AB-2944","TCGA-AB-2841","TCGA-AB-2872","TCGA-AB-2874","TCGA-AB-2934","TCGA-AB-2970","TCGA-AB-2929","TCGA-AB-2952","TCGA-AB-3007","TCGA-AB-2926","TCGA-AB-2871","TCGA-AB-2969","TCGA-AB-2936","TCGA-AB-2887","TCGA-AB-2832","TCGA-AB-2965","TCGA-AB-2966","TCGA-AB-2892","TCGA-AB-2947","TCGA-AB-2979","TCGA-AB-2994","TCGA-AB-3002","TCGA-AB-2810","TCGA-AB-2815","TCGA-AB-2916","TCGA-AB-2834","TCGA-AB-2914","TCGA-AB-2862","TCGA-AB-2972","TCGA-AB-2901","TCGA-AB-2983","TCGA-AB-2919","TCGA-AB-2984","TCGA-AB-2867","TCGA-AB-2917","TCGA-AB-2897","TCGA-AB-2985","TCGA-AB-2990","TCGA-AB-2883","TCGA-AB-2837","TCGA-AB-2865","TCGA-AB-2986","TCGA-AB-2928","TCGA-AB-2839","TCGA-AB-2938","TCGA-AB-2891","TCGA-AB-2835","TCGA-AB-2997","TCGA-AB-2989","TCGA-AB-2844","TCGA-AB-2999","TCGA-AB-2930","TCGA-AB-3011","TCGA-AB-2942","TCGA-AB-2895","TCGA-AB-2878","TCGA-AB-2920","TCGA-AB-2821","TCGA-AB-2880","TCGA-AB-2910","TCGA-AB-2863","TCGA-AB-2817","TCGA-AB-2909","TCGA-AB-2877","TCGA-AB-2812","TCGA-AB-2826","TCGA-AB-2805","TCGA-AB-2868","TCGA-AB-2933","TCGA-AB-2828","TCGA-AB-2908","TCGA-AB-2806","TCGA-AB-3000","TCGA-AB-2956","TCGA-AB-2904","TCGA-AB-2937","TCGA-AB-2948","TCGA-AB-2976","TCGA-AB-2857","TCGA-AB-2814","TCGA-AB-2803","TCGA-AB-2923","TCGA-AB-2912","TCGA-AB-2995","TCGA-AB-2927","TCGA-AB-3009","TCGA-AB-2987","TCGA-AB-2802","TCGA-AB-2918","TCGA-AB-3006","TCGA-AB-2980","TCGA-AB-2931","TCGA-AB-2825","TCGA-AB-2870","TCGA-AB-2808","TCGA-AB-2833","TCGA-AB-2855","TCGA-AB-2818","TCGA-AB-2853","TCGA-AB-2915","TCGA-AB-2913","TCGA-AB-2881","TCGA-AB-2890","TCGA-AB-2982","TCGA-AB-2959","TCGA-AB-2869","TCGA-AB-2949","TCGA-AB-2978","TCGA-AB-2876","TCGA-AB-2924","TCGA-AB-2875","TCGA-AB-2946","TCGA-AB-2921","TCGA-AB-2819","TCGA-AB-2977","TCGA-AB-3008","TCGA-AB-2971","TCGA-AB-2957","TCGA-AB-2846","TCGA-AB-2823","TCGA-AB-2813","TCGA-AB-2940","TCGA-AB-2964","TCGA-AB-2925","TCGA-AB-2922","TCGA-AB-2885","TCGA-AB-2899","TCGA-AB-2911"
"hsa-mir-3149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.864226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3150a",0,4.199369,0,0,0,0,0,4.449844,1.113768,0,1.279301,0,0,0,0,0,0,0,0.540562,2.293215,1.370663,2.100298,0,2.316837,0,0,3.779568,0,0,4.377862,2.225209,0,4.295579,3.058394,6.110835,0,0,1.461209,0,2.844659,1.730752,0,5.651969,0,1.505281,0,0,0.980612,0,0.795684,1.066136,2.592712,0,2.187271,0,1.510627,4.544907,2.202711,2.723779,0,3.565342,0,0,0.950963,3.202121,4.339355,0,0,1.330527,0,1.628158,0,3.367808,0,4.48681,0,4.009883,0,0.84332,0,0,0,0,0,0,1.48633,0,1.144107,0,1.524678,3.68114,0.799015,1.736384,1.98966,2.038171,0,0,2.360768,3.027936,0,1.774906,0,0,0,0,2.415237,0,0,0,2.594969,0,3.405024,0,0,0,1.758137,0,0,0,0,0,0,0.734704,0,0,1.61846,1.213868,0,0,0,0,8.148073,3.192211,0,1.852339,0,0,1.229151,1.674646,0,1.005953,0,0,2.561075,1.164117,1.615498,1.219936,0,2.959657,5.418468,0,0,0,0,0,2.435431,1.209242,0,0,0,0,0,1.139521,0,0,0,0,0,0,0.968999,0,0,0,0,0,0,0.794965,0,0,1.237549,1.491909,1.826214,1.686196,0,0,0,1.13713,0
"hsa-mir-3150b",5.290802,52.492116,2.300554,4.113793,4.861457,15.198888,5.590257,26.699062,8.910145,32.124418,7.675805,14.451133,11.18579,2.436543,28.460412,24.09565,11.284771,17.655461,57.840089,4.58643,27.413258,39.905655,0,20.85153,4.052028,36.224307,24.567192,15.78078,25.599333,8.755724,6.675627,16.57204,8.591158,9.175182,24.443341,12.767225,1.688653,30.68538,1.848039,1.422329,49.326435,10.94064,31.085828,30.393025,1.505281,4.285298,3.59832,4.903062,2.736281,30.236,2.132271,3.889068,7.565362,5.832723,17.958346,3.021253,9.089814,44.054222,9.533226,7.54596,3.565342,8.728326,8.225071,1.901925,9.606363,4.339355,11.568867,15.825074,13.305268,6.872309,1.628158,6.749278,8.419521,1.238244,2.243405,23.848485,3.341569,36.705763,15.179754,10.528532,17.032854,37.530426,6.169089,37.66225,35.718603,16.349632,2.079843,10.296964,2.921751,4.574035,7.362279,1.59803,3.472768,9.948299,2.038171,2.877876,70.108349,16.525375,3.027936,36.556176,37.273034,2.727977,0,25.221908,23.594445,7.245712,26.781589,9.383548,32.93672,25.949694,19.161004,0,4.415474,26.847276,1.97777,15.82323,16.792868,12.40918,6.387226,16.304243,0,6.345272,2.938817,4.783682,4.67984,24.276893,2.427735,38.717421,11.299818,48.691837,17.57733,11.407303,12.768844,26.264574,3.704678,0,36.081444,2.458301,30.143634,14.168641,15.089298,20.027482,40.600268,5.12215,10.477055,4.846495,15.859171,7.628731,7.399142,14.449249,13.475382,0,12.995663,30.577715,11.011082,80.369211,10.883182,13.632905,1.721401,10.338621,5.050212,10.559264,20.511371,10.592028,1.767009,2.089205,2.299268,44.353165,25.913617,15.503981,5.748398,25.591483,2.748393,2.92806,7.627721,6.915964,8.744615,7.581386,13.633451,11.137938,8.951456,42.002918,8.430978,16.358011,4.808334,7.089735,59.130755,16.222743
"hsa-mir-3151",1.322701,0,0,0,1.620486,2.17127,0,13.349531,0,0,0,0,0,0,0,0,1.253863,7.062184,0.540562,0,1.370663,0,0,0,0,0,0,0,0,0,0,0,8.591158,6.116788,6.110835,0,10.131918,0,0,0,0,1.82344,0,0,0,0,0.89958,5.883674,0,0.795684,1.066136,2.592712,0,0,0,16.616892,4.544907,8.810844,1.361889,0,7.130684,0,0,1.901925,1.601061,2.169677,3.856289,0,0,0,0,0,1.683904,16.097177,2.243405,0,4.009883,1.31092,0.84332,0,0,3.574326,0,0,0,0,6.239529,0,0,9.148071,0,0,0,0,2.038171,0,0,0,3.027936,0,7.099625,0,0.813884,0,0,2.415237,0,0,0,0,0,2.270016,0,0,0,0,0,0,6.387226,0,32.617914,4.230181,22.041126,0,0,0,14.566413,0,3.766606,5.728451,4.056307,17.925761,4.788317,0,0,10.483785,0,0,0,2.833728,0,0,1.400009,0,6.984703,1.615498,0,0,4.439485,0,0,0,0,3.397524,2.202216,0,8.464697,0,0,0,0,1.508466,9.116165,0,7.068037,0,2.299268,0,0,0,10.059697,2.559148,0,0,0,1.728991,0,3.790693,3.029656,0,0,1.826214,1.686196,0,28.850003,8.862168,1.13713,0
"hsa-mir-3152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3153",0,0,0,0,0,0,0,0,0,0,1.279301,0,0,0,0,0,0,0,1.081123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.629615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209242,0,0,0,0,0,0,0,1.767009,0,0,0,0,0,0,0,1.374196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3154",1.322701,2.099685,0,0,3.240971,4.34254,3.726838,8.899687,5.56884,0,5.117203,0,9.58782,2.436543,5.991666,6.425507,17.554089,0,0.540562,12.612683,4.111989,10.501488,2.941324,2.316837,2.026014,18.112154,0,7.01368,2.648207,0,0,3.314408,2.147789,0,4.583126,8.511483,3.377306,2.922417,0,4.266988,0.865376,9.1172,0,7.236435,1.505281,0,5.397479,12.74796,1.368141,1.591368,3.198407,16.852629,2.837011,1.458181,4.489586,7.553133,4.544907,15.418978,8.171337,3.77298,14.261368,10.183048,10.281339,18.068291,6.404242,0,1.28543,0,2.661054,3.436155,3.256316,1.349856,3.367808,9.905955,2.243405,3.668998,5.346511,0,2.529959,5.264266,2.271047,7.148653,6.169089,13.450804,0,16.349632,3.119765,2.288214,4.382627,4.574035,5.52171,7.191135,6.077344,2.98449,4.076342,2.877876,8.497982,1.180384,15.139679,3.323289,5.324719,2.727977,1.627767,1.801565,2.24709,2.415237,0,11.729435,2.744727,7.784908,6.387001,7.945057,3.311606,4.881323,1.97777,5.27441,4.579873,6.20459,20.758483,7.41102,10.036281,6.345272,7.347042,6.378243,0,4.046149,4.855471,10.754839,1.883303,7.160564,5.408409,3.259229,9.576633,2.626457,3.704678,8.387028,6.476157,2.458301,3.349293,5.667456,8.047626,4.450552,12.600083,2.561075,5.820586,6.461994,0,3.051492,5.919314,5.418468,5.390153,1.897629,1.624458,8.49381,9.909973,4.870861,10.883182,6.816453,1.721401,2.067724,5.050212,4.525399,5.697603,3.972011,8.835046,2.089205,4.598536,13.552356,9.717606,0,5.748398,5.118297,8.245179,2.92806,5.720791,10.373946,3.974825,11.372079,9.088967,6.187744,10.443366,5.478642,6.744782,2.044751,1.202083,3.544867,2.27426,6.952604
"hsa-mir-3155a",1.322701,0,0,0,0,0,0,2.224922,0,1.003888,0,0,0,0,0,0,0,0,0,0,0,0,2.941324,0,0,3.293119,0,0,0,4.377862,0,0,0,0,0,0,0,0,0,0.711165,0.865376,3.64688,0,1.447287,0.75264,0,0,0,1.368141,0,0,0,0.94567,0,0,0,0,0,0,0,0,0,0,0.950963,0,2.169677,0,0,0,0,0,4.049567,0,0,0,0,0.668314,0,0.84332,0,0,0,1.542272,0,5.49517,0,1.039922,0,0,1.524678,0,0,0.868192,0,2.038171,0,2.124495,1.180384,0,0,0,0,0,0,0,0,2.231799,0,0,0,0,0,1.103869,0,0,0,1.526624,0,0,0,0,0,0,0,0,0,1.213868,2.150968,1.883303,1.432113,0,1.629615,0,1.313229,1.852339,0,0.925165,2.458301,1.674646,0,0,0,1.400009,0,0,0,0,0,0,1.806156,0,0,0,0,0,4.870861,0,0,0,0,0,0,0,0,1.767009,0,0,0,1.619601,0,0,0,0,0,0,0,0,0,0,0,0,1.826214,0,0,0,0,1.13713,4.635069
"hsa-mir-3155b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3156-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3156-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3156-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3157",2.645401,6.299054,0,4.113793,1.620486,15.198888,5.590257,2.224922,3.341304,4.015552,6.396504,3.284348,1.59797,3.654815,2.995833,16.063767,11.284771,5.296638,3.783931,4.58643,2.741326,4.200595,11.765294,2.316837,16.208112,3.293119,0,1.75342,2.648207,0,2.225209,3.314408,6.443368,1.529197,1.527709,5.674322,6.754612,11.689669,0,2.844659,20.769025,12.76408,11.303937,0,0,12.855894,24.288657,8.825511,2.736281,3.978421,3.198407,3.889068,2.837011,2.187271,4.489586,18.127518,18.179628,11.013555,0,11.318939,3.565342,1.454721,2.056268,1.901925,6.404242,6.509032,1.28543,72.343196,2.661054,27.489236,16.28158,1.349856,11.78733,2.476489,2.243405,5.503497,2.673255,13.109201,5.903238,15.792798,3.406571,3.574326,3.084544,2.690161,2.747585,4.458991,4.159686,3.432321,4.382627,4.574035,12.883989,3.19606,4.34096,0.99483,20.381709,5.755752,2.124495,14.164607,3.027936,3.323289,3.549813,0,1.627767,0,0,7.245712,0,2.345887,21.957814,10.379878,2.129,2.270016,1.103869,17.08463,3.95554,10.54882,7.633122,4.136393,3.193613,4.446612,12.545351,2.115091,2.204113,6.378243,0,3.236919,1.213868,0,7.533212,8.592677,5.408409,3.259229,3.192211,5.252915,3.704678,8.387028,28.680122,6.145753,13.397171,5.667456,0,22.252758,4.200028,15.366451,12.80529,3.230997,1.219936,1.525746,4.439485,3.612312,10.780305,0,2.436687,8.49381,6.606649,12.177153,1.209242,0,1.721401,6.203173,0,10.559264,3.418562,10.592028,1.767009,0,9.197073,17.248453,6.478404,9.689988,5.748398,5.118297,2.748393,14.640302,3.813861,1.728991,0,7.581386,10.603795,0,11.935275,9.131069,3.372391,6.134254,7.212501,1.772434,0,0
"hsa-mir-3158-1",1.322701,6.299054,0,2.742529,3.240971,0,1.863419,4.449844,0,3.011664,0,0.65687,1.59797,1.218272,0,1.606377,2.507727,3.531092,1.621685,0,0,0,2.941324,4.633673,0,1.646559,1.889784,1.75342,1.765471,0,0,0,0,1.529197,3.055418,0,0,1.461209,3.696079,0,0,1.82344,0,1.447287,0.75264,0,1.79916,0,1.368141,0,0,0,1.891341,0.72909,0,0,0,0,0,0,0,1.454721,8.225071,0,0,0,1.28543,6.782175,2.661054,3.436155,0,0,0,0,2.243405,0,0,0,0,0,0,3.574326,1.542272,2.690161,0,0,1.039922,1.144107,1.460876,1.524678,0,0,1.736384,1.98966,0,0,0,0,0,0.830822,0,0,1.627767,0,0,0,1.1159,2.345887,0,0,2.129,0,0,2.440661,0,0,0,2.068197,0,1.482204,5.018141,2.115091,0.734704,0,2.33992,1.61846,1.213868,0,0,0,1.352102,0,0,0,5.557017,0,0.925165,1.229151,1.674646,2.833728,0,1.112638,0,0,1.164117,0,1.219936,3.051492,0,0,0,1.897629,0.812229,1.698762,0,0,1.209242,1.704113,0,1.033862,0,1.508466,1.139521,0,1.767009,0,2.299268,0,3.239202,1.937998,0,2.559148,0,2.92806,1.90693,0,1.58993,0,0,3.712646,0,0,0,0,1.202083,0,1.13713,0
"hsa-mir-3158-2",2.645401,0,0,0,0,0,1.863419,0,0,1.003888,1.279301,0,3.19594,0,0,0,1.253863,0,0.540562,0,0,2.100298,0,0,2.026014,3.293119,1.889784,0,1.765471,0,0,0,2.147789,0,0,1.418581,0,0,0,0,0.865376,0,5.651969,1.447287,1.505281,0,0,1.961225,4.104422,0,0,0,0.94567,0,0,0,0,0,1.361889,0,0,1.454721,0,2.852888,1.601061,0,2.570859,0,0,3.436155,0,0,0,0,2.243405,0,0,2.62184,0.84332,0,0,1.787163,0,5.380321,0,2.97266,1.039922,1.144107,0,6.098714,1.84057,0.799015,0.868192,2.98449,0,0,0,2.360768,0,0.830822,0,0,2.441651,7.206259,0,0,0,0,2.744727,0,2.129,0,0,0,1.97777,0,3.053249,0,0,0,0,4.230181,0,1.594561,0,0.80923,2.427735,2.150968,1.883303,0,1.352102,0,0,1.313229,1.852339,2.096757,0,2.458301,3.349293,0,0,2.225276,0,0,0,0,0,0,0,0,2.695076,1.897629,0,3.397524,0,0,1.209242,0,0,2.067724,0,0,1.139521,1.324004,1.767009,0,0,1.232032,1.619601,0,0,0,0,0,0,1.728991,0.794965,3.790693,0,0,0,0,1.686196,0,1.202083,0,0,0
"hsa-mir-3159",0,2.099685,0,0,0,0,0,0,0,0,0,0,1.59797,0,0,0,0,0,0.540562,0,0,0,0,0,2.026014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3160-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.460876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3160-2",0,0,2.300554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646559,0,0,1.765471,0,0,0,0,0,0,0,0,1.461209,0,0.711165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101108,0,0,0,0,0,0,0,1.139521,0,0,0,0,0,1.619601,0,0,0,0,0,0,0,0,0,0,0,1.491909,0,0,0,0,0,0,0
"hsa-mir-3161",0,8.398739,0,0,3.240971,13.027619,9.317094,13.349531,3.341304,0,0,0.65687,17.577669,0,0,0,3.76159,10.593276,8.108424,0,0,27.303869,0,0,0,0,0,12.27394,0.882736,8.755724,0,13.257632,0,4.587591,0,14.185806,1.688653,7.306043,0,0,6.057632,0,0,0,0,0,14.393278,0,2.736281,4.774105,1.066136,0,10.402373,1.458181,0,0,0,0,0,0,0,0,0,0,0,0,0,2.260725,14.635795,0,0,0,0,0,2.243405,0,0,10.487361,8.433196,0,7.948665,0,1.542272,0,0,22.294953,9.359294,13.729286,1.460876,12.197428,5.52171,0,0,4.974149,4.076342,0,0,0,0,21.601377,7.099625,0,0,1.801565,6.74127,16.906661,0,0,0,0,10.645002,0,0,0,0,1.758137,0,0,0,38.537302,0,0,0,0,4.67984,0,0,0,0,0,0,3.259229,0,10.505829,1.852339,0,13.877479,0,0,2.833728,0,16.689568,22.400148,0,0,0,0,0,0,0,13.475382,0,12.183434,13.590096,6.606649,29.225168,0,1.704113,0,0,0,1.508466,7.976644,0,0,0,0,7.392194,0,0,1.4371,0,0,0,0,1.728991,0,0,9.088967,0,0,0,0,10.223757,0,0,0,2.317535
"hsa-mir-3162",0,2.099685,0,0,0,0,0,0,0,0,0,0,0,0,1.497916,0,0,0,0,0,0,2.100298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209242,0.852057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3163",0,0,0,0,1.620486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-3164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497916,0,0,1.765546,0.540562,0,0,0,0,0,0,1.646559,0,0,0.882736,0,0,0,0,0,0,1.418581,0,0,0,0,0.865376,0,0,1.447287,0,0,0.89958,0,0,0,0,0,0,0,0,3.021253,0,0,0,0,3.565342,0,0,0,1.601061,0,0,0,0,0,0,0,0,0,0,0,0.668314,0,0,0,0,0,0,0,0,1.48633,0,0,0,0,0,0,0.868192,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313229,0,0,1.85033,0,0,2.833728,0,1.112638,0,0,0,0,0,0,1.479828,0,0,0,0.812229,0,0,0,0,0,0,1.033862,0,0,0,0,0,2.089205,0,0,0,0,0,0,0,2.92806,0,1.728991,0.794965,3.790693,0,1.237549,0,0,0,2.044751,1.202083,0,0,0
